Date,Price,Open,High,Low,Change
8/5/2010,46.085,45.905,46.29,45.735,0.0042
8/6/2010,45.985,45.995,46.203,45.755,-0.0022
8/7/2010,45.985,45.995,46.203,45.755,-0.0022
8/8/2010,45.985,45.995,46.203,45.755,-0.0022
8/9/2010,46.125,45.885,46.155,45.735,0.003
8/10/2010,46.4,45.99,46.435,45.76,0.006
8/11/2010,46.705,46.245,46.71,46.055,0.0066
8/12/2010,46.77,46.575,47.035,46.415,0.0014
8/13/2010,46.625,46.645,46.835,46.375,-0.0031
8/14/2010,46.625,46.645,46.835,46.375,-0.0031
8/15/2010,46.625,46.645,46.835,46.375,-0.0031
8/16/2010,46.8,46.545,46.895,46.375,0.0038
8/17/2010,46.645,46.645,46.715,46.355,-0.0033
8/18/2010,46.56,46.495,46.7,46.215,-0.0018
8/19/2010,46.513,46.407,46.513,46.258,-0.001
8/20/2010,46.615,46.445,46.79,46.185,0.0022
8/21/2010,46.615,46.445,46.79,46.185,0.0022
8/22/2010,46.615,46.445,46.79,46.185,0.0022
8/23/2010,46.645,46.565,46.72,46.285,0.0006
8/24/2010,46.905,46.555,47.01,46.275,0.0056
8/25/2010,46.905,46.805,47.03,46.555,0
8/26/2010,46.845,46.825,46.91,46.505,-0.0013
8/27/2010,46.81,46.755,47.01,46.565,-0.0007
8/28/2010,46.81,46.755,47.01,46.565,-0.0007
8/29/2010,46.81,46.755,47.01,46.565,-0.0007
8/30/2010,46.915,46.725,46.935,46.385,0.0022
8/31/2010,47.065,46.875,47.15,46.505,0.0032
9/1/2010,46.675,47.045,47.045,46.575,-0.0083
9/2/2010,46.725,46.595,46.86,46.415,0.0011
9/3/2010,46.485,46.605,46.75,46.395,-0.0051
9/4/2010,46.485,46.605,46.75,46.395,-0.0051
9/5/2010,46.485,46.605,46.75,46.395,-0.0051
9/6/2010,46.54,46.395,46.655,46.155,0.0012
9/7/2010,46.835,46.505,46.91,46.235,0.0063
9/8/2010,46.492,46.797,46.843,46.358,-0.0073
9/9/2010,46.36,46.46,46.648,46.21,-0.0028
9/10/2010,46.285,46.295,46.363,46.225,-0.0016
9/11/2010,46.285,46.295,46.363,46.225,-0.0016
9/12/2010,46.285,46.295,46.363,46.225,-0.0016
9/13/2010,46.31,46.22,46.415,46.1,0.0005
9/14/2010,46.27,46.27,46.465,46.07,-0.0009
9/15/2010,46.2,46.16,46.46,46.08,-0.0015
9/16/2010,46.145,46.145,46.415,46.075,-0.0012
9/17/2010,45.855,46.085,46.128,45.785,-0.0063
9/18/2010,45.855,46.085,46.128,45.785,-0.0063
9/19/2010,45.855,46.085,46.128,45.785,-0.0063
9/20/2010,45.705,45.795,45.885,45.585,-0.0033
9/21/2010,45.665,45.665,45.835,45.465,-0.0009
9/22/2010,45.585,45.625,45.625,45.415,-0.0018
9/23/2010,45.475,45.595,45.745,45.475,-0.0024
9/24/2010,45.11,45.41,45.61,45.11,-0.008
9/25/2010,45.11,45.41,45.61,45.11,-0.008
9/26/2010,45.11,45.41,45.61,45.11,-0.008
9/27/2010,45.01,45.065,45.205,44.935,-0.0022
9/28/2010,44.99,44.97,45.295,44.83,-0.0004
9/29/2010,44.715,44.965,45.105,44.715,-0.0061
9/30/2010,44.57,44.67,44.67,44.55,-0.0032
10/1/2010,44.375,44.555,44.845,44.365,-0.0044
10/2/2010,44.375,44.555,44.845,44.365,-0.0044
10/3/2010,44.375,44.555,44.845,44.365,-0.0044
10/4/2010,44.58,44.325,44.645,44.205,0.0046
10/5/2010,44.465,44.535,44.79,44.415,-0.0026
10/6/2010,44.225,44.445,44.575,44.175,-0.0054
10/7/2010,44.2,44.175,44.435,44.055,-0.0006
10/8/2010,44.415,44.175,44.52,44.135,0.0049
10/9/2010,44.415,44.175,44.52,44.135,0.0049
10/10/2010,44.415,44.175,44.52,44.135,0.0049
10/11/2010,44.405,44.345,44.445,44.185,-0.0002
10/12/2010,44.515,44.345,44.79,44.255,0.0025
10/13/2010,44.365,44.475,44.595,44.305,-0.0034
10/14/2010,44.105,44.285,44.325,44.055,-0.0059
10/15/2010,44.075,44.105,44.275,43.995,-0.0007
10/16/2010,44.075,44.105,44.275,43.995,-0.0007
10/17/2010,44.075,44.105,44.275,43.995,-0.0007
10/18/2010,44.265,44.055,44.425,44.015,0.0043
10/19/2010,44.355,44.215,44.51,44.005,0.002
10/20/2010,44.255,44.335,44.505,44.215,-0.0023
10/21/2010,44.31,44.195,44.435,44.155,0.0012
10/22/2010,44.515,44.265,44.615,44.165,0.0046
10/23/2010,44.515,44.265,44.615,44.165,0.0046
10/24/2010,44.515,44.265,44.615,44.165,0.0046
10/25/2010,44.355,44.445,44.45,44.255,-0.0036
10/26/2010,44.44,44.305,44.555,44.185,0.0019
10/27/2010,44.45,44.395,44.635,44.315,0.0002
10/28/2010,44.39,44.42,44.58,44.23,-0.0013
10/29/2010,44.325,44.325,44.585,44.245,-0.0015
10/30/2010,44.325,44.325,44.585,44.245,-0.0015
10/31/2010,44.325,44.325,44.585,44.245,-0.0015
11/1/2010,44.47,44.275,44.485,44.205,0.0033
11/2/2010,44.37,44.355,44.485,44.265,-0.0022
11/3/2010,44.355,44.315,44.427,44.135,-0.0003
11/4/2010,44,44.22,44.355,44,-0.008
11/5/2010,43.925,43.975,43.975,43.865,-0.0017
11/6/2010,43.925,43.975,43.975,43.865,-0.0017
11/7/2010,43.925,43.975,43.975,43.865,-0.0017
11/8/2010,44.35,43.89,44.47,43.83,0.0097
11/9/2010,44.35,44.39,44.48,44.21,0
11/10/2010,44.3,44.33,44.465,44.2,-0.0011
11/11/2010,44.525,44.325,44.525,44.145,0.0051
11/12/2010,44.785,44.505,44.885,44.195,0.0058
11/13/2010,44.785,44.505,44.885,44.195,0.0058
11/14/2010,44.785,44.505,44.885,44.195,0.0058
11/15/2010,45.21,44.72,45.26,44.58,0.0095
11/16/2010,45.32,45.2,45.55,44.99,0.0024
11/17/2010,45.115,45.335,45.335,45.035,-0.0045
11/18/2010,45.26,45.02,45.59,44.97,0.0032
11/19/2010,45.275,45.265,45.415,45.105,0.0003
11/20/2010,45.275,45.265,45.415,45.105,0.0003
11/21/2010,45.275,45.265,45.415,45.105,0.0003
11/22/2010,45.465,45.215,45.505,45.035,0.0042
11/23/2010,45.565,45.43,45.76,45.325,0.0022
11/24/2010,45.715,45.575,45.905,45.42,0.0033
11/25/2010,45.565,45.705,45.767,45.47,-0.0033
11/26/2010,45.825,45.54,45.91,45.35,0.0057
11/27/2010,45.825,45.54,45.91,45.35,0.0057
11/28/2010,45.825,45.54,45.91,45.35,0.0057
11/29/2010,45.825,45.775,46.02,45.68,0
11/30/2010,45.8,45.95,46.13,45.75,-0.0005
12/1/2010,45.295,45.905,45.905,45.275,-0.011
12/2/2010,45.15,45.39,45.405,45.07,-0.0032
12/3/2010,44.915,45.125,45.225,44.905,-0.0052
12/4/2010,44.915,45.125,45.225,44.905,-0.0052
12/5/2010,44.915,45.125,45.225,44.905,-0.0052
12/6/2010,44.825,44.835,45.055,44.745,-0.002
12/7/2010,44.83,44.78,44.88,44.59,0.0001
12/8/2010,45.02,44.83,45.22,44.71,0.0042
12/9/2010,45.15,45.077,45.335,44.91,0.0029
12/10/2010,44.98,45.23,45.37,44.97,-0.0038
12/11/2010,44.98,45.23,45.37,44.97,-0.0038
12/12/2010,44.98,45.23,45.37,44.97,-0.0038
12/13/2010,45.192,44.933,45.278,44.853,0.0047
12/14/2010,44.93,45.145,45.145,44.87,-0.0058
12/15/2010,45.358,44.953,45.578,44.837,0.0095
12/16/2010,45.455,45.41,45.625,45.225,0.0021
12/17/2010,45.175,45.465,45.465,45.175,-0.0062
12/18/2010,45.175,45.465,45.465,45.175,-0.0062
12/19/2010,45.175,45.465,45.465,45.175,-0.0062
12/20/2010,45.355,45.155,45.675,45.135,0.004
12/21/2010,45.21,45.49,45.49,45.14,-0.0032
12/22/2010,45.03,45.245,45.28,44.97,-0.004
12/23/2010,45.075,45.1,45.185,44.915,0.001
12/24/2010,45.03,45.18,45.26,44.99,-0.001
12/25/2010,45.03,45.18,45.26,44.99,-0.001
12/26/2010,45.03,45.18,45.26,44.99,-0.001
12/27/2010,45.13,44.99,45.3,44.92,0.0022
12/28/2010,44.975,45.265,45.265,44.975,-0.0034
12/29/2010,44.95,45.1,45.165,44.95,-0.0006
12/30/2010,44.83,45.06,45.06,44.82,-0.0027
12/31/2010,44.713,44.963,44.963,44.662,-0.0026
1/1/2011,44.713,44.963,44.963,44.662,-0.0026
1/2/2011,44.713,44.963,44.963,44.662,-0.0026
1/3/2011,44.625,44.635,44.805,44.575,-0.002
1/4/2011,44.92,44.61,45.11,44.53,0.0066
1/5/2011,45.325,45.005,45.465,44.905,0.009
1/6/2011,45.355,45.347,45.45,45.115,0.0007
1/7/2011,45.355,45.255,45.535,45.135,0
1/8/2011,45.355,45.255,45.535,45.135,0
1/9/2011,45.355,45.255,45.535,45.135,0
1/10/2011,45.35,45.29,45.57,45.235,-0.0001
1/11/2011,45.155,45.47,45.47,45.075,-0.0043
1/12/2011,45.02,45.1,45.225,45.02,-0.003
1/13/2011,45.135,45.145,45.285,44.905,0.0026
1/14/2011,45.365,45.095,45.465,44.985,0.0051
1/15/2011,45.365,45.095,45.465,44.985,0.0051
1/16/2011,45.365,45.095,45.465,44.985,0.0051
1/17/2011,45.465,45.305,45.665,45.195,0.0022
1/18/2011,45.445,45.53,45.58,45.315,-0.0004
1/19/2011,45.33,45.41,45.55,45.26,-0.0025
1/20/2011,45.685,45.465,45.845,45.235,0.0078
1/21/2011,45.63,45.56,45.79,45.46,-0.0012
1/22/2011,45.63,45.56,45.79,45.46,-0.0012
1/23/2011,45.63,45.56,45.79,45.46,-0.0012
1/24/2011,45.47,45.56,45.71,45.47,-0.0035
1/25/2011,45.71,45.47,45.82,45.43,0.0053
1/26/2011,45.475,45.735,45.735,45.475,-0.0051
1/27/2011,45.51,45.51,45.69,45.41,0.0008
1/28/2011,45.92,45.59,45.92,45.42,0.009
1/29/2011,45.92,45.59,45.92,45.42,0.009
1/30/2011,45.92,45.59,45.92,45.42,0.009
1/31/2011,45.825,45.825,46.035,45.745,-0.0021
2/1/2011,45.45,45.92,45.95,45.42,-0.0082
2/2/2011,45.57,45.43,45.705,45.37,0.0026
2/3/2011,45.565,45.635,45.695,45.445,-0.0001
2/4/2011,45.575,45.565,45.695,45.445,0.0002
2/5/2011,45.575,45.565,45.695,45.445,0.0002
2/6/2011,45.575,45.565,45.695,45.445,0.0002
2/7/2011,45.325,45.515,45.665,45.315,-0.0055
2/8/2011,45.235,45.315,45.43,45.165,-0.002
2/9/2011,45.52,45.31,45.53,45.08,0.0063
2/10/2011,45.655,45.49,45.765,45.295,0.003
2/11/2011,45.615,45.74,45.795,45.535,-0.0009
2/12/2011,45.615,45.74,45.795,45.535,-0.0009
2/13/2011,45.615,45.74,45.795,45.535,-0.0009
2/14/2011,45.43,45.49,45.61,45.43,-0.0041
2/15/2011,45.505,45.415,45.555,45.375,0.0017
2/16/2011,45.405,45.535,45.535,45.345,-0.0022
2/17/2011,45.265,45.535,45.535,45.265,-0.0031
2/18/2011,45.115,45.35,45.35,45.135,-0.0033
2/19/2011,45.115,45.35,45.35,45.135,-0.0033
2/20/2011,45.115,45.35,45.35,45.135,-0.0033
2/21/2011,44.945,45.075,45.205,44.925,-0.0038
2/22/2011,45.175,45,45.355,44.875,0.0051
2/23/2011,45.08,45.28,45.31,45.03,-0.0021
2/24/2011,45.43,45.145,45.513,44.96,0.0078
2/25/2011,45.275,45.495,45.495,45.275,-0.0034
2/26/2011,45.275,45.495,45.495,45.275,-0.0034
2/27/2011,45.275,45.495,45.495,45.275,-0.0034
2/28/2011,45.265,45.225,45.315,45.18,-0.0002
3/1/2011,44.855,45.285,45.285,44.845,-0.0091
3/2/2011,44.825,44.955,44.955,44.815,-0.0007
3/3/2011,44.875,44.965,45.1,44.825,0.0011
3/4/2011,44.91,44.88,45.052,44.82,0.0008
3/5/2011,44.91,44.88,45.052,44.82,0.0008
3/6/2011,44.91,44.88,45.052,44.82,0.0008
3/7/2011,44.995,44.875,45.2,44.835,0.0019
3/8/2011,45.035,45.05,45.125,44.875,0.0009
3/9/2011,44.905,45.1,45.1,44.905,-0.0029
3/10/2011,45.125,45.015,45.2,44.875,0.0049
3/11/2011,45.075,45.085,45.3,45.035,-0.0011
3/12/2011,45.075,45.085,45.3,45.035,-0.0011
3/13/2011,45.075,45.085,45.3,45.035,-0.0011
3/14/2011,45.07,45.16,45.215,44.96,-0.0001
3/15/2011,45.175,45.035,45.377,44.955,0.0023
3/16/2011,45.115,45.145,45.285,44.995,-0.0013
3/17/2011,45.16,45.09,45.295,45.05,0.001
3/18/2011,45.015,45.115,45.155,45.005,-0.0032
3/19/2011,45.015,45.115,45.155,45.005,-0.0032
3/20/2011,45.015,45.115,45.155,45.005,-0.0032
3/21/2011,44.995,44.945,45.11,44.925,-0.0004
3/22/2011,44.875,44.965,45.04,44.875,-0.0027
3/23/2011,44.79,44.86,45.035,44.76,-0.0019
3/24/2011,44.675,44.775,44.915,44.675,-0.0026
3/25/2011,44.705,44.635,44.727,44.525,0.0007
3/26/2011,44.705,44.635,44.727,44.525,0.0007
3/27/2011,44.705,44.635,44.727,44.525,0.0007
3/28/2011,44.8,44.66,44.918,44.6,0.0021
3/29/2011,44.69,44.75,44.83,44.66,-0.0025
3/30/2011,44.63,44.7,44.81,44.62,-0.0013
3/31/2011,44.535,44.635,44.74,44.515,-0.0021
4/1/2011,44.395,44.505,44.545,44.395,-0.0031
4/2/2011,44.395,44.505,44.545,44.395,-0.0031
4/3/2011,44.395,44.505,44.545,44.395,-0.0031
4/4/2011,44.395,44.415,44.435,44.272,0
4/5/2011,44.325,44.365,44.493,44.255,-0.0016
4/6/2011,44.075,44.295,44.3,44.065,-0.0056
4/7/2011,44.205,44.05,44.28,43.987,0.0029
4/8/2011,44.08,44.17,44.17,44,-0.0028
4/9/2011,44.08,44.17,44.17,44,-0.0028
4/10/2011,44.08,44.17,44.17,44,-0.0028
4/11/2011,44.38,44.04,44.412,43.902,0.0068
4/12/2011,44.205,44.275,44.275,44.18,-0.0039
4/13/2011,44.525,44.575,44.602,44.415,0.0072
4/14/2011,44.505,44.425,44.505,44.272,-0.0004
4/15/2011,44.275,44.425,44.6,44.275,-0.0052
4/16/2011,44.275,44.425,44.6,44.275,-0.0052
4/17/2011,44.275,44.425,44.6,44.275,-0.0052
4/18/2011,44.525,44.235,44.535,44.175,0.0056
4/19/2011,44.385,44.415,44.71,44.277,-0.0031
4/20/2011,44.275,44.355,44.455,44.265,-0.0025
4/21/2011,44.38,44.21,44.45,44.12,0.0024
4/22/2011,44.19,44.31,44.31,44.19,-0.0043
4/23/2011,44.19,44.31,44.31,44.19,-0.0043
4/24/2011,44.19,44.31,44.31,44.19,-0.0043
4/25/2011,44.455,44.197,44.55,44.145,0.006
4/26/2011,44.49,44.39,44.638,44.29,0.0008
4/27/2011,44.335,44.435,44.502,44.335,-0.0035
4/28/2011,44.31,44.32,44.46,44.23,-0.0006
4/29/2011,44.255,44.317,44.485,44.195,-0.0012
4/30/2011,44.255,44.317,44.485,44.195,-0.0012
5/1/2011,44.255,44.317,44.485,44.195,-0.0012
5/2/2011,44.28,44.22,44.38,44.15,0.0006
5/3/2011,44.48,44.27,44.535,44.22,0.0045
5/4/2011,44.36,44.43,44.627,44.36,-0.0027
5/5/2011,44.765,44.355,44.77,44.335,0.0091
5/6/2011,44.73,44.73,44.91,44.62,-0.0008
5/7/2011,44.73,44.73,44.91,44.62,-0.0008
5/8/2011,44.73,44.73,44.91,44.62,-0.0008
5/9/2011,44.69,44.68,44.73,44.59,-0.0009
5/10/2011,44.745,44.645,44.805,44.545,0.0012
5/11/2011,44.6,44.71,44.727,44.6,-0.0032
5/12/2011,44.988,44.575,45.005,44.535,0.0087
5/13/2011,44.865,44.895,45.055,44.765,-0.0027
5/14/2011,44.865,44.895,45.055,44.765,-0.0027
5/15/2011,44.865,44.895,45.055,44.765,-0.0027
5/16/2011,45.155,44.825,45.18,44.745,0.0065
5/17/2011,45.12,45.08,45.14,44.99,-0.0008
5/18/2011,45.065,45.045,45.105,44.905,-0.0012
5/19/2011,44.975,45.025,45.045,44.895,-0.002
5/20/2011,44.95,44.93,45.025,44.85,-0.0006
5/21/2011,44.95,44.93,45.025,44.85,-0.0006
5/22/2011,44.95,44.93,45.025,44.85,-0.0006
5/23/2011,45.23,44.905,45.325,44.895,0.0062
5/24/2011,45.215,45.165,45.265,45.105,-0.0003
5/25/2011,45.325,45.155,45.433,45.095,0.0024
5/26/2011,45.305,45.245,45.335,45.185,-0.0004
5/27/2011,45.18,45.23,45.27,45.14,-0.0028
5/28/2011,45.18,45.23,45.27,45.14,-0.0028
5/29/2011,45.18,45.23,45.27,45.14,-0.0028
5/30/2011,45.085,45.105,45.143,44.997,-0.0021
5/31/2011,45.06,45.045,45.093,44.925,-0.0006
6/1/2011,44.845,45.005,45.005,44.775,-0.0048
6/2/2011,44.825,44.805,44.985,44.805,-0.0004
6/3/2011,44.83,44.77,44.93,44.7,0.0001
6/4/2011,44.83,44.77,44.93,44.7,0.0001
6/5/2011,44.83,44.77,44.93,44.7,0.0001
6/6/2011,44.755,44.745,44.825,44.645,-0.0017
6/7/2011,44.675,44.685,44.83,44.575,-0.0018
6/8/2011,44.705,44.635,44.755,44.525,0.0007
6/9/2011,44.735,44.655,44.77,44.545,0.0007
6/10/2011,44.73,44.67,44.773,44.55,-0.0001
6/11/2011,44.73,44.67,44.773,44.55,-0.0001
6/12/2011,44.73,44.67,44.773,44.55,-0.0001
6/13/2011,44.865,44.69,44.92,44.61,0.003
6/14/2011,44.746,44.789,44.864,44.619,-0.0027
6/15/2011,44.77,44.66,44.84,44.55,0.0005
6/16/2011,44.905,44.67,44.97,44.62,0.003
6/17/2011,44.8,44.85,44.975,44.76,-0.0023
6/18/2011,44.8,44.85,44.975,44.76,-0.0023
6/19/2011,44.8,44.85,44.975,44.76,-0.0023
6/20/2011,45,44.74,45.065,44.63,0.0045
6/21/2011,44.845,44.91,44.975,44.78,-0.0034
6/22/2011,44.895,44.76,44.915,44.64,0.0011
6/23/2011,44.955,44.81,45.01,44.66,0.0013
6/24/2011,44.995,44.845,45.025,44.785,0.0009
6/25/2011,44.995,44.845,45.025,44.785,0.0009
6/26/2011,44.995,44.845,45.025,44.785,0.0009
6/27/2011,45.035,44.91,45.15,44.82,0.0009
6/28/2011,45.04,44.96,45.075,44.85,0.0001
6/29/2011,44.865,44.96,45.05,44.75,-0.0039
6/30/2011,44.7,44.79,44.79,44.55,-0.0037
7/1/2011,44.63,44.66,44.665,44.5,-0.0016
7/2/2011,44.63,44.66,44.665,44.5,-0.0016
7/3/2011,44.63,44.66,44.665,44.5,-0.0016
7/4/2011,44.43,44.55,44.55,44.34,-0.0045
7/5/2011,44.43,44.432,44.545,44.35,0
7/6/2011,44.48,44.402,44.505,44.335,0.0011
7/7/2011,44.28,44.42,44.462,44.28,-0.0045
7/8/2011,44.38,44.25,44.42,44.2,0.0023
7/9/2011,44.38,44.25,44.42,44.2,0.0023
7/10/2011,44.38,44.25,44.42,44.2,0.0023
7/11/2011,44.485,44.345,44.498,44.295,0.0024
7/12/2011,44.705,44.45,44.77,44.4,0.0049
7/13/2011,44.525,44.585,44.63,44.515,-0.004
7/14/2011,44.505,44.44,44.57,44.43,-0.0004
7/15/2011,44.515,44.455,44.59,44.405,0.0002
7/16/2011,44.515,44.455,44.59,44.405,0.0002
7/17/2011,44.515,44.455,44.59,44.405,0.0002
7/18/2011,44.57,44.44,44.67,44.39,0.0012
7/19/2011,44.495,44.51,44.605,44.44,-0.0017
7/20/2011,44.45,44.425,44.505,44.365,-0.001
7/21/2011,44.405,44.405,44.532,44.335,-0.001
7/22/2011,44.35,44.36,44.417,44.27,-0.0012
7/23/2011,44.35,44.36,44.417,44.27,-0.0012
7/24/2011,44.35,44.36,44.417,44.27,-0.0012
7/25/2011,44.4,44.275,44.442,44.245,0.0011
7/26/2011,44.18,44.345,44.345,44.085,-0.005
7/27/2011,44.085,44.125,44.175,43.855,-0.0022
7/28/2011,44.08,44.025,44.177,43.985,-0.0001
7/29/2011,44.21,44.02,44.25,43.96,0.0029
7/30/2011,44.21,44.02,44.25,43.96,0.0029
7/31/2011,44.21,44.02,44.25,43.96,0.0029
8/1/2011,44.07,44.105,44.108,43.995,-0.0032
8/2/2011,44.24,44.01,44.34,43.97,0.0039
8/3/2011,44.315,44.185,44.41,44.155,0.0017
8/4/2011,44.545,44.245,44.58,44.165,0.0052
8/5/2011,44.72,44.46,44.855,44.43,0.0039
8/6/2011,44.72,44.46,44.855,44.43,0.0039
8/7/2011,44.72,44.46,44.855,44.43,0.0039
8/8/2011,44.97,44.645,45.065,44.575,0.0056
8/9/2011,45.21,44.905,45.395,44.905,0.0053
8/10/2011,45.255,45.105,45.355,44.95,0.001
8/11/2011,45.415,45.175,45.455,45.165,0.0035
8/12/2011,45.4,45.32,45.46,45.19,-0.0003
8/13/2011,45.4,45.32,45.46,45.19,-0.0003
8/14/2011,45.4,45.32,45.46,45.19,-0.0003
8/15/2011,45.345,45.295,45.346,45.185,-0.0012
8/16/2011,45.385,45.245,45.39,45.105,0.0009
8/17/2011,45.41,45.255,45.46,45.135,0.0006
8/18/2011,45.745,45.305,45.752,45.235,0.0074
8/19/2011,45.67,45.65,45.755,45.59,-0.0016
8/20/2011,45.67,45.65,45.755,45.59,-0.0016
8/21/2011,45.67,45.65,45.755,45.59,-0.0016
8/22/2011,45.57,45.755,46.095,45.57,-0.0022
8/23/2011,45.625,45.665,45.758,45.525,0.0012
8/24/2011,45.995,45.535,46.045,45.495,0.0081
8/25/2011,46.045,45.895,46.22,45.805,0.0011
8/26/2011,46.16,45.96,46.19,45.88,0.0025
8/27/2011,46.16,45.96,46.19,45.88,0.0025
8/28/2011,46.16,45.96,46.19,45.88,0.0025
8/29/2011,46.055,46.055,46.075,45.77,-0.0023
8/30/2011,46.09,45.955,46.145,45.9,0.0008
8/31/2011,45.8,45.99,45.99,45.8,-0.0063
9/1/2011,45.67,45.75,45.76,45.67,-0.0028
9/2/2011,45.785,45.655,45.995,45.655,0.0025
9/3/2011,45.785,45.655,45.995,45.655,0.0025
9/4/2011,45.785,45.655,45.995,45.655,0.0025
9/5/2011,45.992,45.755,46.025,45.655,0.0045
9/6/2011,46.115,45.895,46.155,45.815,0.0027
9/7/2011,46.165,46.005,46.19,45.905,0.0011
9/8/2011,46.19,46.055,46.275,45.945,0.0005
9/9/2011,46.49,46.105,46.67,46.06,0.0065
9/10/2011,46.49,46.105,46.67,46.06,0.0065
9/11/2011,46.49,46.105,46.67,46.06,0.0065
9/12/2011,47.225,46.445,47.235,46.345,0.0158
9/13/2011,47.595,47.135,47.66,46.965,0.0078
9/14/2011,47.645,47.485,48.005,47.365,0.0011
9/15/2011,47.57,47.55,47.927,47.45,-0.0016
9/16/2011,47.33,47.47,47.525,47.17,-0.005
9/17/2011,47.33,47.47,47.525,47.17,-0.005
9/18/2011,47.33,47.47,47.525,47.17,-0.005
9/19/2011,47.81,47.33,47.845,47.25,0.0101
9/20/2011,48.055,47.685,48.248,47.645,0.0051
9/21/2011,48.33,47.97,48.4,47.84,0.0057
9/22/2011,49.575,48.255,49.585,48.175,0.0258
9/23/2011,49.35,49.65,49.895,49.045,-0.0045
9/24/2011,49.35,49.65,49.895,49.045,-0.0045
9/25/2011,49.35,49.65,49.895,49.045,-0.0045
9/26/2011,49.45,49.345,49.78,49.245,0.002
9/27/2011,48.915,49.365,49.365,48.795,-0.0108
9/28/2011,49.095,48.975,49.22,48.655,0.0037
9/29/2011,48.975,48.995,49.165,48.855,-0.0024
9/30/2011,49.02,49.04,49.23,48.84,0.0009
10/1/2011,49.02,49.04,49.23,48.84,0.0009
10/2/2011,49.02,49.04,49.23,48.84,0.0009
10/3/2011,49.155,48.965,49.575,48.915,0.0028
10/4/2011,49.405,49.065,49.475,49.065,0.0051
10/5/2011,49.345,49.305,49.522,49.12,-0.0012
10/6/2011,49.15,49.25,49.26,49.14,-0.004
10/7/2011,49.04,49.11,49.23,48.9,-0.0022
10/8/2011,49.04,49.11,49.23,48.9,-0.0022
10/9/2011,49.04,49.11,49.23,48.9,-0.0022
10/10/2011,48.975,49.015,49.145,48.815,-0.0013
10/11/2011,49.34,48.885,49.4,48.755,0.0075
10/12/2011,48.955,49.235,49.48,48.895,-0.0078
10/13/2011,49.125,48.965,49.235,48.805,0.0035
10/14/2011,49.02,49.06,49.225,48.9,-0.0021
10/15/2011,49.02,49.06,49.225,48.9,-0.0021
10/16/2011,49.02,49.06,49.225,48.9,-0.0021
10/17/2011,48.955,48.935,49.035,48.685,-0.0013
10/18/2011,49.295,48.885,49.395,48.845,0.0069
10/19/2011,49.16,49.215,49.25,49.095,-0.0027
10/20/2011,49.807,49.087,49.898,49.028,0.0132
10/21/2011,49.85,49.72,50.33,49.65,0.0009
10/22/2011,49.85,49.72,50.33,49.65,0.0009
10/23/2011,49.85,49.72,50.33,49.65,0.0009
10/24/2011,49.825,49.805,50.015,49.725,-0.0005
10/25/2011,49.505,49.745,49.77,49.385,-0.0064
10/26/2011,49.505,49.405,49.505,49.345,0
10/27/2011,49.005,49.425,49.505,49.005,-0.0101
10/28/2011,48.62,48.93,48.94,48.62,-0.0079
10/29/2011,48.62,48.93,48.94,48.62,-0.0079
10/30/2011,48.62,48.93,48.94,48.62,-0.0079
10/31/2011,48.695,48.755,48.91,48.535,0.0015
11/1/2011,49.275,48.595,49.385,48.595,0.0119
11/2/2011,49.185,49.205,49.43,49.105,-0.0018
11/3/2011,49.145,49.175,49.562,48.975,-0.0008
11/4/2011,49,49.05,49.29,48.98,-0.003
11/5/2011,49,49.05,49.29,48.98,-0.003
11/6/2011,49,49.05,49.29,48.98,-0.003
11/7/2011,48.95,49.11,49.11,48.94,-0.001
11/8/2011,49.31,49.13,49.52,49.13,0.0074
11/9/2011,50.06,49.35,50.19,49.22,0.0152
11/10/2011,49.985,50.18,50.18,49.985,-0.0015
11/11/2011,50.005,50.37,50.37,49.975,0.0004
11/12/2011,50.005,50.37,50.37,49.975,0.0004
11/13/2011,50.005,50.37,50.37,49.975,0.0004
11/14/2011,50.405,49.965,50.43,49.865,0.008
11/15/2011,50.63,50.295,50.745,50.18,0.0045
11/16/2011,50.75,50.67,50.97,50.57,0.0024
11/17/2011,50.955,50.745,50.955,50.595,0.004
11/18/2011,51.235,50.885,51.405,50.735,0.0055
11/19/2011,51.235,50.885,51.405,50.735,0.0055
11/20/2011,51.235,50.885,51.405,50.735,0.0055
11/21/2011,52.065,51.175,52.215,51.095,0.0162
11/22/2011,52.49,52.17,52.735,52.02,0.0082
11/23/2011,52.24,52.45,52.515,51.82,-0.0048
11/24/2011,52.07,52.365,52.365,52.025,-0.0033
11/25/2011,52.14,52.075,52.46,51.96,0.0013
11/26/2011,52.14,52.075,52.46,51.96,0.0013
11/27/2011,52.14,52.075,52.46,51.96,0.0013
11/28/2011,51.96,52.13,52.145,51.87,-0.0035
11/29/2011,51.91,51.965,52.13,51.86,-0.001
11/30/2011,52.13,52.03,52.435,51.84,0.0042
12/1/2011,51.37,52.1,52.21,51.37,-0.0146
12/2/2011,51.11,51.47,51.605,51.11,-0.0051
12/3/2011,51.11,51.47,51.605,51.11,-0.0051
12/4/2011,51.11,51.47,51.605,51.11,-0.0051
12/5/2011,51.26,51.07,51.472,50.95,0.0029
12/6/2011,51.24,51.417,51.417,51.24,-0.0004
12/7/2011,51.63,51.22,51.728,51.21,0.0076
12/8/2011,51.71,51.725,51.915,51.54,0.0015
12/9/2011,51.875,51.755,52.355,51.665,0.0032
12/10/2011,51.875,51.755,52.355,51.665,0.0032
